Specified Values,Specified Attribute Names,Diabetes_binary,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count
"1, 1, [9.8,64.2], 1, 0, 0, [2.06,5.32], [-10.799999999999999,10.799999999999999], [5.5200000000000005,12.48]","HighBP, CholCheck, BMI, Veggies, HvyAlcoholConsump, NoDocbcCost, GenHlth, MentHlth, Age",1,0.2988077687414035,0.785377358490566,1,240.26217421911142,9965,7506,0.42857142857142855,0.0005024120745397599,333,424
"1, 1, [30.025,69.975], 0, 0, 0, 1, [2.5,5.32], [-3.1000000000000014,13.100000000000001], 1","HighBP, CholCheck, BMI, Stroke, Veggies, HvyAlcoholConsump, AnyHealthcare, GenHlth, MentHlth, DiffWalk",1,0.4838840102534098,0.8648648648648649,1,269.01283821053045,9928,7513,0.47619047619047616,0.0005625325691089605,32,37
"1, 1, [30.025,69.975], 0, 1, 0, 1, 0, [-20.828696807332832,11.25], [21.45,38.55], [4.24,9.76], [4.225,7.775]","HighBP, CholCheck, BMI, Smoker, Veggies, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost, MentHlth, PhysHlth, Age, Education",1,0.07775999999999998,0.6,1,282.2,8846,7518,0.5714285714285714,0.0005901082344565016,3,5
"1, 0, 0, 1, [2.7199999999999998,5.5], 0, [8.06,13.94]","HighChol, Stroke, HvyAlcoholConsump, AnyHealthcare, GenHlth, DiffWalk, Age",1,0.21464963655463068,0.7350993377483444,1,180.70936532807255,9979,7522,0.3333333333333333,0.00037788123502304697,222,302
"1, 1, 1, 1, [7.0600000000000005,16.9]","HighChol, CholCheck, Fruits, Sex, Age",1,0.09760600620741218,0.627906976744186,1,194.402196477454,9965,7522,0.23809523809523808,0.000433908854886657,162,258
"0, 0, 1, 1, 0, [1.88,9.092129793711136]","HighBP, HighChol, Veggies, AnyHealthcare, DiffWalk, Age",0,0.4931702489077154,0.8681592039800995,1,270.266164211528,9990,7529,0.2857142857142857,0.000565153398285598,349,402
"[30.025,69.975], 0, 0, 0, 1, 1","BMI, HeartDiseaseorAttack, Veggies, HvyAlcoholConsump, AnyHealthcare, DiffWalk",1,0.3580008669006961,0.8142857142857143,1,207.1329413167089,9942,7530,0.2857142857142857,0.00043313555739966426,57,70
"0, 0, 1, 1","Veggies, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost",1,0.15514789954105912,0.6888888888888889,1,116.41533689906055,9927,7530,0.19047619047619047,0.00024343603444777978,31,45
"1, 1, 1, 1, 1, 1","HighBP, CholCheck, Smoker, HeartDiseaseorAttack, AnyHealthcare, Sex",1,0.2829517709216607,0.7768595041322314,1,239.92351851618017,9986,7531,0.2857142857142857,0.0005017039118220229,94,121
"1, 0, [0.74,3.26], 0","Smoker, Stroke, GenHlth, DiffWalk",0,0.06236615155826492,0.5741029641185648,1,124.38771226897481,9989,7533,0.19047619047619047,0.00025089980251844174,368,641
"1, [-9.9,8.6], 0, [4.45,7.55], [3.69,8.31]","CholCheck, PhysHlth, DiffWalk, Education, Income",0,0.09581685323631657,0.625587958607714,1,200.84577416080708,9990,7544,0.23809523809523808,0.0004507515562080018,665,1063
"1, 0, 1, 0, 1, [2.5,5.96], [2.2,3.8]","HighBP, Stroke, Veggies, HvyAlcoholConsump, NoDocbcCost, GenHlth, Education",1,0.28462802079628785,0.7777777777777778,1,164.29472,9776,7547,0.3333333333333333,0.0003435565809699692,7,9
"[22.8,77.2], 0, 0, 0, [0.74,3.26], 0, [0.06000000000000005,8.120000000000001], [0.20000000000000018,3.8]","BMI, Stroke, HeartDiseaseorAttack, Veggies, GenHlth, DiffWalk, Age, Education",0,0.13168724279835387,0.6666666666666666,1,161.66666666666666,8592,7551,0.38095238095238093,0.0003380610603725529,2,3
"0, 0, 1","HighChol, DiffWalk, Sex",0,0.09858901506714368,0.6291666666666667,1,152.2121647445946,9988,7551,0.14285714285714285,0.00033147104289971537,302,480
"0, 0, 1, 0, [-4.2,9.15], [-5.7,9.0], 0, 0","HighBP, Stroke, AnyHealthcare, NoDocbcCost, MentHlth, PhysHlth, DiffWalk, Sex",0,0.32969772788852647,0.800982800982801,1,287.9481787492102,9990,7556,0.38095238095238093,0.0006021282472596087,326,407
"1, 0, 1, [4.04,5.96], 1","CholCheck, Smoker, AnyHealthcare, GenHlth, DiffWalk",1,0.27550608968587587,0.7727272727272727,1,239.57260206261867,9935,7558,0.23809523809523808,0.0005009701106567043,34,44
"0, 0, [-6.75,6.75], 0","Smoker, Stroke, PhysHlth, DiffWalk",0,0.10263998170677802,0.6342541436464089,1,235.8877084697621,9990,7569,0.19047619047619047,0.0005501883859846126,574,905
"0, 1, [-5.024999999999999,57.025], 0, 0, 1, [0.05999999999999994,1.94], [-5.7,14.451399716017583], 0, 1, [0.06000000000000005,1.4536087362880599]","HighChol, CholCheck, BMI, Smoker, Stroke, PhysActivity, GenHlth, PhysHlth, DiffWalk, Sex, Age",0,1.0,1.0,2,219.5,8613,7569,0.5238095238095238,0.0009179926113621695,2,2
"1, 1, 1, 0, 0, 1, [-11.25,11.25], 1","HighChol, Smoker, HeartDiseaseorAttack, PhysActivity, HvyAlcoholConsump, AnyHealthcare, MentHlth, Sex",1,0.43976479295863985,0.8484848484848485,1,199.7514491406127,9901,7573,0.38095238095238093,0.0004177001239634821,28,33
"1, 0, 0, 1, 0, [2.6799999999999997,5.32], [0.7749999999999999,3.225], [3.5300000000000002,6.47]","HighBP, Veggies, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost, GenHlth, Education, Income",1,0.20346349914002398,0.7272727272727273,1,209.46690560000002,9215,7576,0.38095238095238093,0.00043801610857789765,8,11
"0, [-5.024999999999999,57.025], 0, 0, 0, [-0.41999999999999993,2.3600000000000003], [-4.6,8.6], 0, [4.845,5.785]","HighBP, BMI, Smoker, Stroke, Fruits, GenHlth, PhysHlth, DiffWalk, Income",0,0.03125,0.5,1,283.0,9486,7578,0.42857142857142855,0.0005917811139305102,1,2
"0, 0, 0, 0, 1, [-5.8500000000000005,5.8500000000000005], [7.74,16.259999999999998], [5.025,6.95], [2.215,7.155]","HighBP, HighChol, Stroke, HeartDiseaseorAttack, PhysActivity, MentHlth, Age, Education, Income",0,0.2669329234418463,0.7678571428571429,1,245.92533451389983,9930,7578,0.42857142857142855,0.0005142543053087243,43,56
"0, 0, 0, [-5.7,14.936620218806471], 0","HighBP, Smoker, Stroke, PhysHlth, DiffWalk",0,0.32471727082054774,0.7985480943738656,1,297.71060940747157,9990,7581,0.23809523809523808,0.0006225424595904048,440,551
"0, 0, 0, 1, [-5.7,6.775992660792113], 0, [0.06000000000000005,5.9399999999999995]","HighBP, Smoker, Stroke, Veggies, PhysHlth, DiffWalk, Age",0,0.597404327407401,0.9020979020979021,1,278.88375486987826,9969,7581,0.3333333333333333,0.0005831736364453,129,143
"1, 1, 0, 0, 1, [2.5,5.5], 1, [7.0600000000000005,16.9], [1.775,4.225]","HighChol, CholCheck, Stroke, HeartDiseaseorAttack, AnyHealthcare, GenHlth, Sex, Age, Education",1,0.3564069207836508,0.8135593220338984,1,213.96429570986942,9853,7585,0.42857142857142855,0.0004474205980796594,48,59
"1, 1, 1, 0, 0, 0, 0, [9.1,12.8740022534601], [2.425,5.575]","HighChol, CholCheck, Smoker, PhysActivity, HvyAlcoholConsump, NoDocbcCost, DiffWalk, Age, Education",1,0.3392169036785128,0.8055555555555556,1,168.9839152055779,9961,7589,0.42857142857142855,0.00035336215398125713,29,36
"0, 0, 0, 0","HighBP, Smoker, HeartDiseaseorAttack, DiffWalk",0,0.33354174750449256,0.8028419182948491,1,297.7136012805242,9990,7591,0.19047619047619047,0.000622548715894178,452,563
"1, 1, 1, 0, 0, 1, 0, [4.04,5.96], [2.15,4.925416479344923]","HighBP, HighChol, CholCheck, Stroke, PhysActivity, Fruits, HvyAlcoholConsump, GenHlth, Education",1,0.08825375108068294,0.6153846153846154,1,279.025893376,9886,7594,0.42857142857142855,0.0005834708621819966,8,13
"1, [26.725,63.275], 0, 1, [4.375,7.625], [5.495,8.504999999999999]","HighChol, BMI, Fruits, AnyHealthcare, Education, Income",1,0.11251802051389544,0.6460176991150443,1,202.14910498800535,9924,7603,0.2857142857142857,0.00042271386052953165,73,113
"1, [26.725,63.275], 0, 1, [4.375,7.625]","HighChol, BMI, Fruits, AnyHealthcare, Education",1,0.22454940185720734,0.7417582417582418,1,186.0255182605799,9924,7603,0.23809523809523808,0.0003889978389248991,135,182
"1, 1, [18.725,55.275], 0, 0, 0, 1, 1, [-3.1000000000000014,13.100000000000001], 1, [9.9,14.1]","HighBP, CholCheck, BMI, Stroke, Veggies, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost, MentHlth, DiffWalk, Age",1,0.46266436603796024,0.8571428571428571,1,205.392,9757,7606,0.5238095238095238,0.0004294950761569447,6,7
"[30.025,69.975], 0, 0, 1, [2.5,5.32]","BMI, Veggies, HvyAlcoholConsump, AnyHealthcare, GenHlth",1,0.2586063236457019,0.7630057803468208,1,179.7828991467656,9986,7606,0.23809523809523808,0.0003759439022004577,132,173
"1, 1, 1, [2.5,5.96], [7.699999999999999,16.9]","HighChol, CholCheck, AnyHealthcare, GenHlth, Age",1,0.27714315389617117,0.7736434108527132,2,219.14516239645098,9979,7610,0.23809523809523808,0.0009165086100032107,499,645
"1, 1, 0, 1, [4.04,5.28], [21.6,38.4], 1","HighChol, CholCheck, HvyAlcoholConsump, AnyHealthcare, GenHlth, PhysHlth, DiffWalk",1,0.15473810605760632,0.6885245901639344,1,267.91947097099717,9937,7610,0.3333333333333333,0.0005602462295932498,42,61
"0, 0, 0, 1, 1, 1, [0.06000000000000005,7.0]","HighBP, HighChol, CholCheck, Smoker, PhysActivity, AnyHealthcare, Age",0,1.0,1.0,2,129.84,9272,7613,0.3333333333333333,0.0005430166772631621,6,6
"0, 0, 1, 0, 1, 0, [0.06000000000000005,7.0]","HighBP, CholCheck, Smoker, HeartDiseaseorAttack, PhysActivity, DiffWalk, Age",0,1.0,1.0,1,138.2,9272,7613,0.3333333333333333,0.00028898992913497,5,5
"0, 0, 0, 0, [-8.4,4.35], [-6.75,6.75], 0, 0","Smoker, Stroke, Fruits, NoDocbcCost, MentHlth, PhysHlth, DiffWalk, Sex",0,0.11564814010246147,0.6495726495726496,1,222.28689282976586,9877,7618,0.38095238095238093,0.00046482397544505573,76,117
"0, 0, 0, [1.88,8.120000000000001]","Smoker, DiffWalk, Sex, Age",0,0.28179592373039924,0.7762237762237763,1,280.69115420312073,9990,7618,0.19047619047619047,0.0005869530880026976,222,286
"1, 1, 0, 0, 0, [2.6799999999999997,5.96], [9.1,17.259999999999998]","HighBP, CholCheck, HeartDiseaseorAttack, PhysActivity, HvyAlcoholConsump, GenHlth, Age",1,0.31278797320520657,0.7925925925925926,1,219.70390440911018,9961,7619,0.3333333333333333,0.00045942269005691007,107,135
"1, 0, 1, 1, 1, 1, 0, [1.96,4.04], [-6.9,6.9], [9.1,16.9]","HighBP, HighChol, CholCheck, Stroke, PhysActivity, AnyHealthcare, NoDocbcCost, GenHlth, MentHlth, Age",1,0.095367431640625,0.625,1,164.7904,9484,7623,0.47619047619047616,0.00034459309709206483,5,8
"1, 1, 1, 0, 0, [4.04,5.234592647479159]","HighBP, CholCheck, HeartDiseaseorAttack, Veggies, NoDocbcCost, GenHlth",1,0.16806999999999994,0.7,1,205.36292234040442,9659,7627,0.2857142857142857,0.0004294342718820826,14,20
"1, [33.275,69.975], 1, 0, 1, 0, [2.5,5.32], [-3.0500000000000007,11.05], 1, [6.74,17.259999999999998], [3.725,6.275]","HighBP, BMI, Fruits, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost, GenHlth, MentHlth, Sex, Age, Education",1,0.6532541369668817,0.9183673469387755,1,270.25876550124786,9965,7630,0.5238095238095238,0.0005651379268473958,45,49
"1, 1, 1, 0, 0, 1, [1.9933559218185102,5.96]","HighBP, CholCheck, Fruits, Veggies, HvyAlcoholConsump, AnyHealthcare, GenHlth",1,0.13717346484092638,0.6721311475409836,1,172.57324994712502,9986,7630,0.3333333333333333,0.0003608678094993569,82,122
"1, 1, 1, 0, 1, [2.5,5.32], [4.375,7.625]","HighBP, HighChol, CholCheck, HvyAlcoholConsump, AnyHealthcare, GenHlth, Education",1,0.3122746400265467,0.792332268370607,1,247.42674616620684,9986,7633,0.3333333333333333,0.0005173939062277013,248,313
"1, 1, 1, 0, 0, 1, [1.9933559218185102,5.96], 1, [6.74,17.259999999999998], [3.725,6.275]","HighBP, Stroke, Fruits, Veggies, HvyAlcoholConsump, AnyHealthcare, GenHlth, Sex, Age, Education",1,0.401877572016461,0.8333333333333334,1,185.32,9942,7638,0.47619047619047616,0.0003875225301540712,5,6
"1, 1, 1, 1","HighBP, HighChol, CholCheck, AnyHealthcare",1,0.22093503870328268,0.7393548387096774,1,179.71972300913671,9986,7648,0.19047619047619047,0.0003955307166166218,573,775
"1, 1, 1, 1, [2.5,5.96]","HighBP, HighChol, CholCheck, Veggies, GenHlth",1,0.3519064623078853,0.8114942528735632,1,226.64049898864477,9979,7659,0.23809523809523808,0.0004739277984214377,353,435
"1, 1, [30.025,69.975], 1, [7.699999999999999,16.9]","HighChol, CholCheck, BMI, AnyHealthcare, Age",1,0.3563065922962833,0.8135135135135135,1,262.5643589916977,9985,7659,0.23809523809523808,0.0005490481584542659,301,370
"0, 0, 0, 0, 0, 1, [5.025,7.941944280353049], [2.215,7.155]","HighBP, HighChol, Smoker, Stroke, HeartDiseaseorAttack, PhysActivity, Education, Income",0,0.4066278451421517,0.8352941176470589,1,273.0759311783776,9930,7675,0.38095238095238093,0.0005710289001425853,71,85
"1, 1, 0, 1, [2.5,5.32], [-3.1000000000000014,13.100000000000001], 1","HighBP, CholCheck, HvyAlcoholConsump, AnyHealthcare, GenHlth, MentHlth, DiffWalk",1,0.33702388734944677,0.8045112781954887,1,252.0640766346538,9965,7679,0.3333333333333333,0.0005270910249212753,214,266
"1, [30.025,69.975], 0, 0, 1, 0, [-3.1000000000000014,13.100000000000001], 1, [3.42,8.58], [3.5300000000000002,6.47]","HighBP, BMI, Veggies, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost, MentHlth, DiffWalk, Age, Income",1,1.0,1.0,1,204.33333333333334,9326,7679,0.47619047619047616,0.00042728129898634014,3,3
"0, 0, 0, 0, [-9.15,9.15]","HighBP, Stroke, Fruits, NoDocbcCost, MentHlth",0,0.13056745982395412,0.6655290102389079,1,197.7360841897061,9976,7683,0.23809523809523808,0.00041348579563972235,195,293
"0, [-5.024999999999999,50.05], 0, 1, 0, [-0.41999999999999993,2.3600000000000003], [-5.7,9.0], 0, [1.88,8.120000000000001]","HighChol, BMI, Stroke, PhysActivity, Fruits, GenHlth, PhysHlth, DiffWalk, Age",0,0.6574362880671112,0.9195402298850575,1,325.55036714923233,9934,7683,0.42857142857142855,0.0006807581586998562,80,87
"0, 1, 0, [4.04,5.96], 1","Stroke, Fruits, Veggies, GenHlth, DiffWalk",1,0.16806999999999994,0.7,1,216.73344000000003,9305,7684,0.23809523809523808,0.0004532111538840686,7,10
"0, 0, 0, [-9.9,8.6]","HighChol, Smoker, Stroke, PhysHlth",0,0.20000919069808717,0.7247863247863248,2,237.77450264846675,9990,7685,0.19047619047619047,0.0011102404571355807,424,585
"1, 1, 1, 0, 0, 0, [4.04,5.234592647479159]","HighBP, CholCheck, HeartDiseaseorAttack, Fruits, Veggies, NoDocbcCost, GenHlth",1,0.20346349914002398,0.7272727272727273,1,203.01575680000002,9659,7696,0.3333333333333333,0.00042452611556377935,8,11
"1, 1, [1.75,44.25], 1, 0, 1, 0, 0, 1, 1, [8.56,11.8]","HighBP, CholCheck, BMI, Smoker, Stroke, HeartDiseaseorAttack, PhysActivity, Fruits, AnyHealthcare, DiffWalk, Age",1,1.0,1.0,1,266.3141248,9702,7696,0.5238095238095238,0.0005568892912705757,11,11
"0, 1, [11.25,36.75], 0, 0, 0, [-0.41999999999999993,2.84]","HighChol, CholCheck, BMI, Smoker, Stroke, Fruits, GenHlth",0,0.3882095537407485,0.8275862068965517,1,250.35328394139643,9934,7703,0.3333333333333333,0.0005879995801818283,72,87
"0, 0, 0, 1, 0, 0, 0, [-0.6819339100695123,2.3600000000000003], [-9.15,9.15], [-4.6,8.6], 0, [1.88,8.120000000000001], [5.05,6.95]","HighBP, Smoker, Stroke, PhysActivity, Fruits, HvyAlcoholConsump, NoDocbcCost, GenHlth, MentHlth, PhysHlth, DiffWalk, Age, Education",0,0.638865843993574,0.9142857142857143,1,384.2756077537473,9934,7703,0.6190476190476191,0.0008035584707167363,32,35
"1, [30.025,69.975], 1, 0, 1, [-11.25,11.25], 0","CholCheck, BMI, Veggies, HvyAlcoholConsump, AnyHealthcare, MentHlth, DiffWalk",1,0.07052696002364418,0.5883977900552486,1,206.83466340089169,9997,7714,0.3333333333333333,0.00043251182864601347,213,362
"1, 1, [30.025,69.975]","HighBP, CholCheck, BMI",1,0.25786020087829975,0.7625649913344887,1,209.7843166099836,9986,7717,0.14285714285714285,0.00043867984653217995,440,577
"1, 1, 1, [30.025,69.975], 0, 1","HighBP, HighChol, CholCheck, BMI, Stroke, Veggies",1,0.4003162779767506,0.8326848249027238,2,230.61015755733416,9985,7717,0.2857142857142857,0.0009644574976888316,214,257
"[30.025,69.975], 0, 0, [-8.25,8.25], [9.1,16.32], [2.425,5.575]","BMI, HvyAlcoholConsump, NoDocbcCost, PhysHlth, Age, Education",1,0.2373046875,0.75,1,245.30613378329605,9985,7731,0.2857142857142857,0.0005129594950680766,114,152
"0, 1","HighChol, CholCheck",0,0.09607595327574425,0.6259259259259259,1,190.04302287864513,9990,7736,0.09523809523809523,0.0004303561461131232,676,1080
"1, 1, 0, 0, 0, [2.5,5.32], [-11.25,13.100000000000001], 1","HighBP, CholCheck, Fruits, Veggies, HvyAlcoholConsump, GenHlth, MentHlth, DiffWalk",1,0.3787874412704941,0.8235294117647058,1,217.6427260504289,9928,7764,0.38095238095238093,0.0004551125613462745,42,51
"0, 1, 0, 1, [-0.41999999999999993,2.5], 0, 0, [0.0,6.0], [5.635,8.365]","HighChol, PhysActivity, HvyAlcoholConsump, AnyHealthcare, GenHlth, DiffWalk, Sex, Age, Income",0,1.0,1.0,2,393.2925606128631,9788,7766,0.42857142857142855,0.0016448276298237656,52,52
"0, 1, 0, [2.6799999999999997,5.32], 1, [3.3,6.7]","HeartDiseaseorAttack, AnyHealthcare, NoDocbcCost, GenHlth, DiffWalk, Education",1,0.1995379157175092,0.7244444444444444,1,199.9792175968992,9942,7788,0.2857142857142857,0.00041817641043266743,163,225
"1, 1, 1, [32.825,59.175], 0, 0, 0, [2.5,5.32], [-11.25,13.100000000000001], 1, [2.3,3.7]","HighBP, HighChol, CholCheck, BMI, Fruits, Veggies, HvyAlcoholConsump, GenHlth, MentHlth, DiffWalk, Education",1,0.07775999999999998,0.6,1,254.4,9659,7789,0.5238095238095238,0.000531975672734706,3,5
"1, 0, 0, 1, [2.5,7.371370933326357], [-4.45,8.45], 1, [2.5600000000000005,11.44], [2.2,3.8]","HighBP, Stroke, HvyAlcoholConsump, NoDocbcCost, GenHlth, MentHlth, DiffWalk, Age, Education",1,0.13168724279835387,0.6666666666666666,1,229.66666666666666,9776,7789,0.42857142857142855,0.0004802558156632762,2,3
"0, 1, 0, 0, 1, 0, 1, 1","HighBP, CholCheck, Veggies, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost, DiffWalk, Sex",1,0.06092699470458736,0.5714285714285714,1,114.4146960384,9807,7790,0.38095238095238093,0.00023925249565945257,8,14
"0, 0, 0, 0, 0, 0, [-1.7600000000000002,11.793536522106539]","HighBP, HighChol, Smoker, HvyAlcoholConsump, DiffWalk, Sex, Age",0,0.5904900000000001,0.9,1,304.45840995199313,9990,7795,0.3333333333333333,0.0006366527808724467,189,210
"0, 0, 0, 1, 1, [-2.3,10.3], [-4.6,8.6], 0","HighBP, HighChol, Smoker, PhysActivity, Fruits, MentHlth, PhysHlth, DiffWalk",0,0.5434094810854336,0.8851674641148325,1,317.6918068345875,9990,7795,0.38095238095238093,0.0006643251283928221,185,209
"1, 0, [2.5,5.5], [7.0600000000000005,17.259999999999998], [1.775,4.225]","CholCheck, Smoker, GenHlth, Age, Education",1,0.20417095151378511,0.7277777777777777,1,187.83305657759243,9957,7807,0.23809523809523808,0.00039277758111116675,131,180
"0, 0, 0, 0, 1, 0, 1, 0, [-0.3600000000000001,2.8200000000000003], 0, [10.02,13.98]","HighBP, HighChol, Smoker, Stroke, Veggies, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost, GenHlth, Sex, Age",0,0.48894551440329226,0.8666666666666667,1,270.14916964352,9877,7813,0.5238095238095238,0.0005649087510213592,13,15
"1, 1, 1, 1, 1, [2.94,7.193397233716988], 0","HighBP, CholCheck, Fruits, Veggies, AnyHealthcare, GenHlth, Sex",1,0.1920102099674083,0.7188940092165899,1,231.98017657435474,9937,7821,0.3333333333333333,0.0004850935947101346,156,217
"1, 0, [-7.65,7.65], [-8.25,8.25], 1, [9.1,17.259999999999998], [2.425,5.575]","HeartDiseaseorAttack, HvyAlcoholConsump, MentHlth, PhysHlth, Sex, Age, Education",1,0.4101463806480264,0.8367346938775511,1,201.0390137768133,9901,7822,0.3333333333333333,0.00042039254952768113,41,49
"1, 1, 1, 0, 1, [4.705,7.295]","CholCheck, HeartDiseaseorAttack, Veggies, HvyAlcoholConsump, AnyHealthcare, Income",1,0.35274623983350634,0.8118811881188119,1,214.96819035015113,9887,7827,0.2857142857142857,0.00044951984150190245,82,101
"0, 0, [3.6000000000000014,44.4], 0, 1, 0, 0, [1.88,6.23423904202776], [3.225,6.775]","HighBP, HighChol, BMI, HeartDiseaseorAttack, PhysActivity, HvyAlcoholConsump, DiffWalk, Age, Education",0,0.6520651053620943,0.9180327868852459,1,329.95593846196687,9990,7829,0.42857142857142855,0.000689970645975299,168,183
"1, 1, [30.025,69.975], 1, 0, 1","HighBP, HighChol, BMI, HeartDiseaseorAttack, HvyAlcoholConsump, AnyHealthcare",1,0.620921323059155,0.9090909090909091,1,271.86709505601505,9986,7831,0.2857142857142857,0.0005685011037219099,100,110
"1, 1, 1, 0, 1, 0, [2.5,5.5], [4.705,7.295]","CholCheck, PhysActivity, Veggies, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost, GenHlth, Income",1,0.13930604858396764,0.6742081447963801,1,219.01760250526817,9979,7831,0.38095238095238093,0.00045798756459702227,149,221
"1, 1, [16.700000000000003,47.3], 1, 1, 1, [4.04,5.28], 1","HighChol, CholCheck, BMI, Smoker, Veggies, AnyHealthcare, GenHlth, DiffWalk",1,0.22733534048886378,0.7435897435897436,1,305.1379745537167,9965,7834,0.38095238095238093,0.0006380738179643043,29,39
"0, 1, 1, [-0.3600000000000001,2.3600000000000003], 0, 0","HighChol, CholCheck, AnyHealthcare, GenHlth, DiffWalk, Sex",0,0.48146942420582395,0.864,1,273.18841169344086,9990,7844,0.2857142857142857,0.0005712641080736793,216,250
"1, [33.275,69.975], 1, 1, [2.5,5.32], [-3.0500000000000007,11.05], 1, [6.74,17.259999999999998], [3.725,6.275]","HighBP, BMI, Fruits, AnyHealthcare, GenHlth, MentHlth, Sex, Age, Education",1,0.6647194845457846,0.9215686274509803,1,272.7104026000945,9965,7845,0.42857142857142855,0.0005702645435728686,47,51
"0, 0, 0, 1, [-0.41999999999999993,2.3600000000000003], [-4.6,8.6], 0, [6.74,15.26], [4.025,7.480188652418021]","HighBP, HighChol, Fruits, AnyHealthcare, GenHlth, PhysHlth, Sex, Age, Education",0,0.6472278485082303,0.9166666666666666,1,288.01849088,9976,7847,0.42857142857142855,0.0006022752769100739,11,12
"[30.025,69.975], 0, 0, 0, 1, 0, 1, 0","BMI, HeartDiseaseorAttack, Veggies, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost, DiffWalk, Sex",1,0.18593443208187066,0.7142857142857143,1,219.39996323498593,9896,7848,0.38095238095238093,0.00045878711886753696,20,28
"1, 1, [9.8,69.975], 1, 1, 0, [2.5,5.5]","HighBP, CholCheck, BMI, Stroke, Veggies, HvyAlcoholConsump, GenHlth",1,0.3350598840332758,0.8035714285714286,1,211.66022483991148,9901,7854,0.3333333333333333,0.00044260255699839245,45,56
"1, [30.025,64.2], 1, 1, 1, [7.699999999999999,17.259999999999998]","CholCheck, BMI, HeartDiseaseorAttack, Veggies, AnyHealthcare, Age",1,0.6732176474098432,0.9239130434782609,2,294.97157585314835,9985,7854,0.2857142857142857,0.00123362973665169,85,92
"0, 0, 1, [1.88,8.120000000000001]","HighBP, Stroke, HeartDiseaseorAttack, Age",0,0.14995078952820548,0.6842105263157895,1,137.56613342111334,9973,7855,0.19047619047619047,0.0002876644511486206,13,19
"0, [11.25,36.75], 1, 0, [-0.3600000000000001,2.84], 0, 0, [5.05,6.95]","HighChol, BMI, AnyHealthcare, NoDocbcCost, GenHlth, DiffWalk, Sex, Education",0,0.6816996390459565,0.9262295081967213,1,303.731032492915,9990,7871,0.38095238095238093,0.0006351317623460114,113,122
"[30.025,69.975], 1, 0, 0, 0, [8.2,11.8], [4.775,7.225]","BMI, Smoker, PhysActivity, HvyAlcoholConsump, Sex, Age, Education",1,0.27550608968587587,0.7727272727272727,1,219.41421275036018,9937,7874,0.3333333333333333,0.0004588169160197671,17,22
"1, 0, [8.2,11.8]","CholCheck, NoDocbcCost, Age",1,0.09595394544110311,0.6257668711656442,1,186.96015734342862,9997,7874,0.14285714285714285,0.00041445630096153337,510,815
"1, 1, 1, 0, 1, 0","HighChol, CholCheck, AnyHealthcare, NoDocbcCost, DiffWalk, Sex",1,0.1632128148849278,0.695906432748538,1,230.20247425250813,9887,7875,0.2857142857142857,0.0004813762425537415,119,171
"1, 1, 0, 0, [8.2,11.8]","HighBP, HighChol, HvyAlcoholConsump, NoDocbcCost, Age",1,0.26150027784488145,0.7647058823529411,1,222.41854087075913,9985,7880,0.23809523809523808,0.0005071400540621469,273,357
"1, 0, 1, 1, 0, 0, [-3.1000000000000014,13.100000000000001], [-12.547137608798103,8.6], 1, [2.75,5.25]","HighBP, HighChol, CholCheck, Smoker, Veggies, HvyAlcoholConsump, MentHlth, PhysHlth, DiffWalk, Education",0,5.949901826619859e-05,0.14285714285714285,1,179.952,9587,7886,0.47619047619047616,0.0003762975088834741,1,7
"1, 0, [2.5,5.32], [-3.1000000000000014,13.100000000000001], [5.5,14.5], 1","CholCheck, HvyAlcoholConsump, GenHlth, MentHlth, PhysHlth, DiffWalk",1,0.22059995870325735,0.7391304347826086,1,191.04455783063082,9776,7887,0.2857142857142857,0.0003994931492698674,34,46
"1, 0, 0, 1, 1, [7.699999999999999,16.9]","HighChol, HeartDiseaseorAttack, HvyAlcoholConsump, AnyHealthcare, DiffWalk, Age",1,0.2194706097528251,0.7383720930232558,1,218.4574359738726,9942,7887,0.2857142857142857,0.0004568162007315245,127,172
"0, 0, 1, 1, [-0.41999999999999993,2.3600000000000003], [-8.4,10.05], [-5.7,9.0], 0, 0","HighChol, Stroke, PhysActivity, AnyHealthcare, GenHlth, MentHlth, PhysHlth, DiffWalk, Sex",0,0.5621544974030532,0.8911917098445595,1,311.5931673959687,9990,7890,0.42857142857142855,0.0006515722674725169,172,193
"0, [-5.024999999999999,50.05], 0, 0, [-4.35,8.4], 0, [1.88,8.120000000000001], [5.83,10.17]","HighChol, BMI, Stroke, Fruits, MentHlth, DiffWalk, Age, Income",0,0.38310160451236014,0.8253968253968254,2,232.02274923032135,9976,7890,0.38095238095238093,0.0009703652367260707,104,126
